waste_0,-7.0,0.16
waste_1,-8.415466934465709,-0.8094176001944264
waste_2,-5.445464539472333,-5.298185838353475
waste_3,-1.0136274448962777,-6.708640875896773
waste_4,5.149093189075321,1.4393182124654302
waste_5,5.543362052022319,3.9055681201410355
waste_6,-6.954449658504622,-4.687760489355673
waste_7,-1.7632501443278858,8.279384321016884
waste_8,-6.601658439150538,-7.022488322111615
waste_9,-4.169696652039547,6.374172996877597
waste_10,4.089444033585421,-7.806197561923488
waste_11,-5.740833159672233,5.030064576856169
waste_12,3.332541789880141,1.5739395826457407
waste_13,8.341892447254324,-7.810222671360234
waste_14,0.6498623903517053,-1.6542993297582012
waste_15,-2.185872542729399,-1.4910567863090334
waste_16,-8.286448207399705,-8.246134209654358
waste_17,-1.827697843943362,2.957567770501468
